"Data Year","Data Year (cat)","Class Grade","Class Grade (cat)",State,Gender,Age,"Age (cat)",Handedness,Height,"Right foot length","Arm span","Languages spoken","Travel method to school","Travel time to school","Reaction time","Memory time","Favourite physical activity","Reducing pollution",Recycling,"Conserving water","Conserving energy","Owning a computer","Access to the internet","Left foot length","Longer foot","Index finger length","Ring finger length","Long finger left hand","Birth month","Favorite season",Allergies,Vegetarian,"Favorite food",Beverage,"Favorite school subject","Sleep hours (school night)","Sleep hours (non-school night)","Home occupants","Home internet access","Communication with friends","Text messages sent yesterday","Text messages received yesterday","Hanging out with friends","Talking on the phone","Doing homework","Doing things with family","Playing sports/outdoor games or activities","Playing computer/video games","Using social networking web sites","Sending/receiving text, SMS, or computer instant messages","Using the computer/internet","Watching TV","Paid work","Housework/Jobs at home","Schoolwork pressure","Planned education level","Favorite music",Superpower,"Preferred status","Role model type","Charity donation"
2015,y2015,6,G06,CA,Male,11,[11],Ambidextrous,143.256,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,y2013,12,G12,CA,Male,16,[16],Right-Handed,163,23,174,1,Bus,105,0,44,Swimming,900,950,950,950,1000,1000,23,"Same length",76,76,"Same length",09.Sep,1.Winter,Yes,No,"Rice/Noodle dishes",Water,"Computers and technology",7,10,3,"Yes - broadband connection","Text messaging",35,35,4,1,5,8,2,20,0,2,20,2,0,7,"4.A lot","5.Graduate degree",Techno/Electronic,"Freeze time",Happy,Friend,Environment
2018,y2018,11,G11,CA,Female,17,[17],Left-Handed,170,24,160,2,Car,2,0,38,Running/Jogging,422,481,615,385,1000,1000,25,"Right foot",,,"Ring finger",10.Oct,4.Fall,No,No,Fruit,Water,"Mathematics and statistics",7,9,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",500,500,7,3,3,1,1,0,4,4,12,1,0,1,"4.A lot","5.Graduate degree","Rap/Hip hop",Telepathy,Rich,Relative,Health
2019,y2019,12,G12,CA,Female,17,[17],Right-Handed,162,21,161,2,Car,15,0,37,Dancing,900,930,925,950,10,30,21,"Same length",70,65,"Index finger",12.Dec,1.Winter,No,No,Poultry,Water,Science,,,5,"Yes - other","Text messaging",93,112,,,20,10,2,0,4,3,0,0,3,8,"4.A lot","5.Graduate degree","Rap/Hip hop",Invisibility,Happy,Relative,"International aid"
2019,y2019,12,G12,CA,Female,17,[17],Left-Handed,165,21.5,165.1,1,Car,15,0,44,Soccer,900,900,900,900,900,1000,22.5,"Left foot",70,65,"Ring finger",12.Dec,1.Winter,No,No,Seafood,Water,"Physical education",6.5,8.5,8,"Yes - other","Text messaging",100,100,10,6,10,10,18,0,12,12,12,10,0,4,"4.A lot",6.Other,"Rap/Hip hop",Telepathy,Healthy,"Sports person","International aid"
2016,y2016,12,G12,CA,Male,17,[17],Right-Handed,173,27,165.1,2,Car,15,,1,Baseball/Softball,700,650,890,500,900,1000,27,"Same length",,,"Ring finger",11.Nov,1.Winter,No,No,Meat,Water,"Mathematics and statistics",7,10,3,"Yes - dial-up connection",,20,20,,,,,,,,,,,,,,,,,,,
2010,y2010,6,G06,CA,Male,11,[11],Left-Handed,153,20,159,1,Car,10,1,93,"Football (American)",332,294,321,,861,1000,24,"Left foot",110,120,"Ring finger",08.Aug,3.Summer,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)","Physical education",10,10,4,"Yes - broadband connection","Cell phone",0,0,5,2,10,6,3,12,0,1,1,0,0,1,"4.A lot","5.Graduate degree","Rap/Hip hop",Fly,Famous,"Sports person","Wildlife, animals"
2012,y2012,10,G10,CA,Male,17,[17],Left-Handed,170,27,170,1,Car,18,0,34,"Hockey (Field)",200,350,400,550,900,900,29,"Left foot",80,75,"Index finger",09.Sep,1.Winter,Yes,No,Poultry,Water,"Social studies",5.5,8,4,"Yes - broadband connection","In person",4,4,7,1,8,5,2,10,2,1,30,20,0,3,3.Some,6.Other,"Rock and roll","Freeze time",Happy,"Religious figure",Religious
2016,y2016,12,G12,CA,Male,17,[17],Right-Handed,190,28,191,1,Car,45,0,47,Lacrosse,300,400,200,200,600,600,29,"Left foot",90,80,"Index finger",09.Sep,1.Winter,No,No,Meat,Water,"Physical education",7.5,9,4,"Yes - broadband connection","Text messaging",150,150,14,1,5,4,10,2,8,5,6,5,0,4,3.Some,"5.Graduate degree","Rap/Hip hop","Freeze time",Happy,"Musician or singer","Arts, culture, sports"
2019,y2019,12,G12,CA,Male,17,[17],Right-Handed,182,28,148,1,Car,15,0,37,Baseball/Softball,112,444,540,396,455,460,28,"Same length",90,95,"Ring finger",05.May,2.Spring,No,No,Meat,"Soft drink (caffeinated)",Art,5,10,4,"Yes - other","Internet chat or instant messaging",3,2,6,0,15,0,0,20,0,0,50,1,0,3,3.Some,"5.Graduate degree",Techno/Electronic,Invisibility,Rich,Other,"Education/Youth development"
2021,y2021,12,G12,CA,Female,16,[16],Right-Handed,152.4,,156,2,Bus,10,1,45,Soccer,900,900,900,900,0,0,21,"Same length",70,60,"Same length",09.Sep,3.Summer,No,No,Seafood,Water,Art,8,6,4,"Yes - broadband connection",,20,20,3,1,1,3,1,1,1,2,2,2,0,2,"2.Very little","3.Some college",Pop,Telepathy,Rich,Relative,Health
2016,y2016,7,G07,CA,Female,13,[13],Right-Handed,163.8,25,165,2,Car,5,1,55,Other,1000,1000,1000,1000,400,500,24.5,"Right foot",80,80,"Same length",05.May,2.Spring,No,Yes,Desserts,Tea,English,7,9,4,"Yes - broadband connection","In person",127,132,20,10,30,24,2,0,5,4,10,10,0,0,"4.A lot","5.Graduate degree",Other,Fly,Happy,Other,"International aid"
2019,y2019,12,G12,CA,Female,17,[17],Right-Handed,158,24,165,2,Car,20,1,48,Soccer,875,875,600,600,675,675,24,"Same length",65,75,"Ring finger",06.Jun,3.Summer,Yes,No,Pizza/Pasta,Water,Art,5,9,3,"Yes - broadband connection","In person",75,75,20,1,15,3,12,0,10,3,10,5,3,5,"4.A lot","5.Graduate degree",Country,Telepathy,Happy,Relative,Environment
2016,y2016,12,G12,CA,Female,17,[17],Right-Handed,162,24,168,2,Walk,6,,,Dancing,1000,1000,1000,900,600,600,23,"Right foot",70,72,"Ring finger",12.Dec,1.Winter,Yes,No,Seafood,Water,"Computers and technology",5,7,4,"Yes - broadband connection","Internet chat or instant messaging",0,0,10,3,4,10,3,40,21,,,0,0,7,3.Some,"5.Graduate degree",Other,Fly,Famous,Friend,"Arts, culture, sports"
2019,y2019,12,G12,CA,Female,16,[16],Right-Handed,160,22,160.02,1,Car,15,0,32,Swimming,1000,600,1000,1000,300,1000,22,"Same length",66,65,"Ring finger",02.Feb,1.Winter,No,No,Meat,Other,"Mathematics and statistics",7,8,4,"Yes - broadband connection","Internet chat or instant messaging",30,50,20,14,20,1,7,18,2,5,,3,5,0,3.Some,"5.Graduate degree",Pop,Telepathy,Happy,Friend,Environment
2018,y2018,12,G12,CA,Male,16,[16],Right-Handed,170,21,154.94,1,Car,5,0,38,Basketball,893,754,599,497,594,1000,20,"Same length",63,76,"Ring finger",08.Aug,3.Summer,No,No,Pizza/Pasta,Juice,"Computers and technology",6,7,3,"Yes - broadband connection","Text messaging",300,300,6,1,10,1,0,30,10,10,,0,0,1,"4.A lot","5.Graduate degree",Techno/Electronic,"Freeze time",Rich,Friend,Environment
2016,y2016,9,G09,CA,Female,14,[14],Right-Handed,170,25,166,2,Car,5,1,41,Walking/Hiking,947,460,770,663,225,337,24,"Right foot",101,104,"Ring finger",05.May,1.Winter,No,No,Seafood,Milk,English,7,8,5,"Yes - other","Text messaging",80,70,3,2,1,0,0,0,0,3,3,2,0,4,3.Some,"5.Graduate degree",Country,Invisibility,Rich,Actor,Health
2021,y2021,11,G11,CA,Female,16,[16],Right-Handed,164,22,158,2,Car,3,0,40,"Football (American)",,1000,1000,1000,1000,1000,22,"Same length",65,45,"Index finger",07.Jul,1.Winter,Yes,No,"No favorite",Water,History,,,5,"Yes - broadband connection","Text messaging",75,150,9,4,2,10,4,0,8,4,,0,0,2,3.Some,"3.Some college",Pop,Invisibility,Famous,Other,"Wildlife, animals"
2021,y2021,9,G09,CA,Male,16,[16],Right-Handed,180,25,183,1,Car,20,0,,Athletics,,,,,,,25,"Same length",86,80,"Ring finger",05.May,1.Winter,No,No,"Rice/Noodle dishes",Water,Other,6,9,4,"Yes - other","Text messaging",200,200,2,2,2,0,0,4,1,1,4,1,0,0.333333333333333,3.Some,"3.Some college",Other,Telepathy,Rich,"Doctor or nurse","Wildlife, animals"
2019,y2019,12,G12,CA,Male,16,[16],Right-Handed,152.4,23,150,2,Car,25,1,118,Cycling,400,400,500,600,300,400,23,"Same length",100,100,"Ring finger",01.Jan,1.Winter,No,No,Breads/Sandwiches,Water,"Mathematics and statistics",,7,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",6,6,2,0,1,3,0,0,0.0333333333333333,0,0.0333333333333333,0,0,,"2.Very little","5.Graduate degree","Rap/Hip hop",Fly,Rich,Relative,"Education/Youth development"
2021,y2021,9,G09,CA,Male,15,[15],Right-Handed,177.5,24,180,1,Car,,,34,Dancing,,,,,,,23,"Same length",70,80,"Ring finger",06.Jun,1.Winter,Yes,No,Seafood,"Soft drink (caffeinated)",Art,,,6,"Yes - broadband connection","Text messaging",40,100,10,4,2,1,12,5,18,16,10,3,5,5,3.Some,"2.High school",Other,"Freeze time",Rich,"Musician or singer","Arts, culture, sports"
2016,y2016,12,G12,CA,Male,17,[17],Right-Handed,180.3,27.94,182,1,Car,15,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,y2015,12,G12,CA,Female,17,[17],Right-Handed,157,23,160,2,Car,20,1,41,None,500,700,700,500,200,400,23,"Same length",70,75,"Ring finger",04.Apr,4.Fall,Yes,No,"No favorite",Water,Music,6,9,7,"Yes - other","Text messaging",10,6,8,2,1,8,2,2,1,1,1,1,0,4,3.Some,"4.Undergraduate degree","Rock and roll",Telepathy,Happy,Actor,Environment
2012,y2012,12,G12,CA,Male,18,[18],Right-Handed,161,23,164,2,Car,10,0,43,Tennis,620,800,791,800,1000,1000,23,"Same length",101,93,"Index finger",12.Dec,3.Summer,No,No,Meat,Water,"Mathematics and statistics",7,9,3,"Yes - broadband connection","Cell phone",1,1,3,1,15,10,1,0,7,0,11,8,0,0,3.Some,"5.Graduate degree",Other,Telepathy,Rich,"Business person",Health
2021,y2021,12,G12,CA,Female,17,[17],Right-Handed,168,22.86,168,2,Car,10,0,39,None,1000,775,583,588,321,455,,"Same length",70,75,"Ring finger",02.Feb,1.Winter,No,No,Breads/Sandwiches,Water,Science,7,10,3,"Yes - broadband connection","Internet chat or instant messaging",,,10,10,35,5,0,7,3,5,35,1,0,1,"4.A lot","5.Graduate degree","Punk rock",Telepathy,Rich,"Doctor or nurse","International aid"
2012,y2012,7,G07,CA,Female,14,[14],Right-Handed,186,24,175,2,Car,20,0,67,"Martial Arts",200,700,700,700,200,500,24,"Same length",80,70,"Ring finger",02.Feb,4.Fall,No,No,"Rice/Noodle dishes",Tea,History,8,10,2,"Yes - broadband connection","Text messaging",7,8,35,2,5,15,4,2,0,3,3,2,0,3,3.Some,"5.Graduate degree","Punk rock",Telepathy,Healthy,Relative,"Wildlife, animals"
2019,y2019,11,G11,CA,Male,16,[16],Right-Handed,172,28,178,1,Car,20,0,47,Basketball,800,300,0,100,1000,999,28,"Right foot",80,80,"Ring finger",04.Apr,1.Winter,No,No,Meat,Water,History,5,9,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",1,5,35,0,1,4,5,30,10,3,40,4,0,0,3.Some,"5.Graduate degree","Rap/Hip hop","Freeze time",Famous,Other,"Education/Youth development"
2014,y2014,12,G12,CA,Male,17,[17],Right-Handed,185,26,191,1,Car,8,1,38,Swimming,1000,1000,1000,1000,1000,1000,26,"Same length",77,80,"Ring finger",03.Mar,3.Summer,No,No,Fruit,Water,"Mathematics and statistics",5,9,3,"Yes - broadband connection","Text messaging",20,100,,,,,,,,,,,,,"4.A lot","5.Graduate degree","Rock and roll",Telepathy,Happy,Relative,Health
2018,y2018,12,G12,CA,Male,17,[17],Left-Handed,182,26,192,2,Car,10,0,40,Swimming,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,y2016,12,G12,CA,Male,16,[16],Right-Handed,168,20,177.8,2,Car,30,2,2,"Football (American)",0,700,700,700,700,,20,"Same length",,,"Same length",08.Aug,3.Summer,Yes,No,Seafood,Water,"Physical education",9,8,12,"Yes - broadband connection","Cell phone",25,25,7,,,,,,,,,,,,,,,,,,
2017,y2017,12,G12,CA,Female,17,[17],Right-Handed,168,24,143,1,Walk,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,y2016,12,G12,CA,Male,17,[17],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,y2015,4,G04,CA,Female,8,[08],Right-Handed,138,18,127,2,Car,15,1,70,Dancing,1,3,2,4,6,5,18,"Same length",64,64,"Same length",12.Dec,3.Summer,No,No,Pizza/Pasta,Water,"Mathematics and statistics",8,10,4,"Yes - broadband connection","In person",0,0,5,1,5,20,10,4,0,0,10,5,0,10,3.Some,"5.Graduate degree",Pop,Fly,Healthy,Relative,"Wildlife, animals"
2015,y2015,5,G05,CA,Male,10,[10],Right-Handed,152,22,160.02,1,Car,25,0,103,Other,,,,,,,22.5,"Right foot",75,75,"Same length",08.Aug,1.Winter,No,No,Meat,"Sports drink","Physical education",9,11,3,"Yes - other","In person",0,0,35,1,0,1,3.5,3,0.5,0,3,2,0,0.5,"2.Very little","5.Graduate degree",Techno/Electronic,Invisibility,Happy,Other,Health
2020,y2020,7,G07,CA,Female,12,[12],Right-Handed,125.2728,24,130,2,Walk,30,2,74,Soccer,1000,503,1000,652,5,5,23,"Right foot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,y2020,12,G12,CA,Female,17,[17],Right-Handed,170,,,2,Bicycle,7,0,40,Running/Jogging,1000,1000,900,800,700,850,,"Same length",,,"Index finger",08.Aug,3.Summer,No,No,Pizza/Pasta,Tea,Art,8,10,5,"Yes - broadband connection","Text messaging",21,22,0,2,6,8,3,2,9,1,15,8,0,2,3.Some,"5.Graduate degree",Other,"Freeze time",Rich,Teacher,"International aid"
2019,y2019,12,G12,CA,Female,16,[16],Right-Handed,168,25,,1,Car,15,0,46,Basketball,775,722,449,455,797,920,25,"Same length",80,70,"Index finger",09.Sep,1.Winter,No,No,Desserts,Water,English,5,8,4,"Yes - broadband connection","Text messaging",10,10,6,1,20,8,10,0,30,30,,2,0,20,"4.A lot","5.Graduate degree",Pop,Telepathy,Happy,Other,Health
2012,y2012,12,G12,CA,Female,16,[16],Right-Handed,165,24,166,1,Car,9,0,40,Athletics,750,700,750,751,200,200,25,"Left foot",90,90,"Same length",01.Jan,2.Spring,Yes,No,"Rice/Noodle dishes",Water,Art,8,9,4,"Yes - broadband connection","Text messaging",60,62,20,1,7,0,24,0,28,35,35,3,0,2,"4.A lot","5.Graduate degree",Other,"Freeze time",Happy,"Musician or singer","International aid"
2017,y2017,12,G12,CA,Female,17,[17],Right-Handed,159,22,151,2,Car,8,0,37,Other,663,443,540,706,717,791,22,"Same length",73,69,"Index finger",05.May,3.Summer,Yes,No,"Rice/Noodle dishes",Water,Other,6,10,4,"Yes - broadband connection","Internet chat or instant messaging",111,158,42,1,9,5,1,9,8,24,42,0,0,0.1,3.Some,"5.Graduate degree",Jazz,"Freeze time",Happy,Relative,Health
2017,y2017,12,G12,CA,Female,17,[17],Right-Handed,154.9,23.37,160,2,Car,20,0,47,Walking/Hiking,1000,1000,1000,1000,305,460,22.86,"Right foot",85,95,"Ring finger",01.Jan,4.Fall,No,Yes,"Rice/Noodle dishes",Juice,Other,7,,6,"Yes - broadband connection","Cell phone",,,3,40,24,7,6,0,50,,20,0,24,18,"4.A lot","5.Graduate degree",Other,Invisibility,Happy,Other,"Wildlife, animals"
2017,y2017,12,G12,CA,Male,15,[15],Left-Handed,168,25,170,2,Car,20,0,39,"Table Tennis",1000,1000,1000,1000,1000,1000,25,"Same length",75,75,,10.Oct,4.Fall,Yes,No,Meat,Water,"Computers and technology",7,7,4,"Yes - broadband connection","Internet chat or instant messaging",20,20,1,1,10,0,,1,,,,,,,,,,,,,
2018,y2018,8,G08,CA,Male,13,[13],Left-Handed,163,17,165,3,Walk,10,0,45,Soccer,1000,1000,1000,476,749,597,17,"Same length",65,65,"Same length",04.Apr,3.Summer,No,No,Seafood,Water,Science,10,12,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",35,43,6,1,8,5,10,3,5,1,2,1,4,3,3.Some,"5.Graduate degree","Rhythm and blues (R&B)",Invisibility,Happy,"Sports person","International aid"
2019,y2019,7,G07,CA,Male,12,[12],Right-Handed,172.72,28.8,152.4,2,Car,8,0,37,Soccer,588,406,663,711,326,738,23.13,"Right foot",80,80,"Same length",07.Jul,3.Summer,Yes,No,Meat,Water,"Physical education",12,8,6,"Yes - broadband connection","In person",0,0,5,0,5,20,15,17,0,0,,22,5,10,3.Some,"5.Graduate degree",Pop,"Freeze time",Rich,"Sports person","Wildlife, animals"
2016,y2016,4,G04,CA,Female,17,[17],Right-Handed,170,20,170,2,Car,15,0,42,Dancing,1000,950,1000,1000,500,1000,21,"Left foot",100,120,"Ring finger",01.Jan,4.Fall,Yes,No,Desserts,Water,"Mathematics and statistics",6,9,3,"Yes - broadband connection","Text messaging",100,150,12,5,18,2,0,0,9,2,10,3,0,5,"4.A lot","5.Graduate degree",Other,"Super strength",Happy,"Religious figure",Environment
2016,y2016,7,G07,CA,Female,13,[13],Right-Handed,152.5,23.5,157,2,Car,8,0,47,Other,775,775,807,615,80,80,24.2,"Left foot",70,67,"Ring finger",02.Feb,1.Winter,Yes,No,Fruit,Juice,History,9.5,11,5,"Yes - broadband connection","In person",0,0,6,0,7,8,4,0,0,0.5,,,,,,,,,,,
2021,y2021,12,G12,CA,Male,17,[17],Right-Handed,160,15,149.86,2,Car,15,0,40,Running/Jogging,1000,700,500,200,1000,1000,15,"Same length",65,50,"Index finger",09.Sep,1.Winter,No,No,Meat,Water,Music,9,10,4,"Yes - broadband connection","In person",12,8,4,1,10,5,30,2,8,1,20,3,0.05,5,1.None,"5.Graduate degree",Techno/Electronic,Invisibility,Famous,"Business person","Arts, culture, sports"
2020,y2020,12,G12,CA,Male,17,[17],Right-Handed,172,27,,2,Car,15,0,46,Soccer,1000,1000,1000,1000,500,800,27,"Same length",80,80,"Same length",03.Mar,3.Summer,No,No,Poultry,Water,Art,8,,5,"Yes - other","Internet chat or instant messaging",40,100,4,1,0,10,2,20,15,3,,20,5,18,1.None,"2.High school","Rap/Hip hop","Super strength",Rich,"Sports person",Health
2016,y2016,12,G12,CA,Male,17,[17],Left-Handed,,,,2,Car,20,1,74,Basketball,900,890,980,980,600,780,,,,,,07.Jul,3.Summer,Yes,No,Other,Coffee,"Mathematics and statistics",8,13,4,"Yes - broadband connection","Text messaging",50,40,8,4,2,2,9,1,9,12,3,4,0,1,,"5.Graduate degree","Rap/Hip hop","Super strength",Happy,Relative,Health
2021,y2021,12,G12,CA,Male,17,[17],Right-Handed,167,28,167,2,"Rail (Train/Tram/Subway)",60,0,43,Basketball,900,900,900,900,1000,1000,24,"Same length",70,80,"Ring finger",04.Apr,3.Summer,No,No,Poultry,Juice,"Mathematics and statistics",7,9,5,"Yes - other","Cell phone",10,10,6,3,10,2,13,1,2,1,20,0,0,3,1.None,"5.Graduate degree","Rap/Hip hop",Fly,Healthy,Relative,"Education/Youth development"
2016,y2016,12,G12,CA,Male,17,[17],Right-Handed,182,28,188,2,Car,5,0,50,Golf,727,588,1000,1000,150,433,28,"Same length",100,110,"Ring finger",09.Sep,1.Winter,Yes,No,Meat,Water,Music,5,6,7,"Yes - other","In person",125,220,50,1,2,20,50,1,2,,5,0,0,4,"4.A lot","5.Graduate degree",Other,"Super strength",Happy,"Business person","Wildlife, animals"
2016,y2016,12,G12,CA,Female,16,[16],Right-Handed,170,24,175,2,Car,18,,,Swimming,500,500,800,600,800,1000,24,"Same length",85,75,"Index finger",03.Mar,4.Fall,No,No,Pizza/Pasta,Water,English,6,9,4,"Yes - other","Text messaging",75,100,13,15,15,20,12,0,5,5,5,5,0,15,"4.A lot","5.Graduate degree",Pop,"Freeze time",Happy,Relative,"International aid"
2019,y2019,12,G12,CA,Male,17,[17],Right-Handed,168,25,171,1,Car,5,0,43,"Martial Arts",900,700,800,600,400,600,25,"Same length",74,68,"Index finger",06.Jun,3.Summer,No,No,"No favorite",Water,Science,6,9,3,"Yes - broadband connection","Text messaging",25,55,8,0,12,4,8,1,8,3,25,4,0,2,"4.A lot","5.Graduate degree",Pop,"Freeze time",Happy,"Coach or club leader",Environment
2016,y2016,12,G12,CA,Male,15,[15],Right-Handed,170,24.13,151,2,Car,15,0,32,Swimming,900,700,900,850,900,1000,24.12,"Right foot",91,86,"Index finger",09.Sep,3.Summer,Yes,No,Soups,Juice,Science,7,8,6,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",1,2,8,0,26,4,3,0,4,2,40,0,0,0,3.Some,"5.Graduate degree","Rock and roll","Freeze time",Healthy,Other,Health
2020,y2020,12,G12,CA,Female,16,[16],Right-Handed,152,21,150,2,Car,20,0,32,Swimming,1000,765,743,920,610,872,21,"Same length",65,64,"Index finger",11.Nov,3.Summer,No,No,Pizza/Pasta,Water,English,6,9,3,"Yes - broadband connection","Text messaging",20,20,4,0,8,3,0,3,30,5,40,5,0,3,"4.A lot","5.Graduate degree",Other,"Freeze time",Rich,Teacher,Environment
2015,y2015,5,G05,CA,Male,10,[10],Right-Handed,146,25,135,,Skateboard/Scooter/Rollerblade,1,4,10,Soccer,2,12,5,8,10,40,26,"Left foot",60,70,"Ring finger",12.Dec,3.Summer,No,No,Pizza/Pasta,"Energy drink",Science,10,11,5,"Yes - other","Text messaging",2,3,6,,,,,,,,,,,,,,,,,,
2019,y2019,12,G12,CA,Female,17,[17],Right-Handed,162.5,,213.36,2,Bus,10,1,47,Skateboarding/Rollerblading,1000,1000,1000,1000,1000,1000,10,"Same length",122,120,"Same length",04.Apr,4.Fall,No,No,Breads/Sandwiches,Water,Art,8,6,6,"Yes - broadband connection","Text messaging",40,40,5,3,5,5,3,5,6,6,8,5,0,2,3.Some,"5.Graduate degree","Heavy metal",Invisibility,Happy,"Musician or singer","Wildlife, animals"
2019,y2019,12,G12,CA,Male,17,[17],Right-Handed,167.6,30.48,152.4,2,Car,20,1,60,Skateboarding/Rollerblading,850,800,750,900,700,900,30.48,"Same length",63.5,76.2,"Ring finger",02.Feb,1.Winter,Yes,No,"Rice/Noodle dishes",Water,English,5,10,3,"Yes - broadband connection","Internet chat or instant messaging",70,,12,12,6,4,0,12,6,12,24,6,0,4,3.Some,"5.Graduate degree","Rock and roll","Freeze time",Happy,"Community leader or elder","Arts, culture, sports"
2017,y2017,11,G11,CA,Male,17,[17],Right-Handed,174,25,174,2,Bus,45,0,40,Soccer,802,802,802,513,1000,1000,26,,120,120,"Ring finger",04.Apr,3.Summer,No,No,Meat,Water,"Physical education",8,6,5,"Yes - dial-up connection","Text messaging",100,100,4,1,2,4,4,2,6,6,4,4,0,2,3.Some,"5.Graduate degree",Pop,"Freeze time",Rich,"Sports person",Health
2019,y2019,12,G12,CA,Male,17,[17],Right-Handed,169,25,175,2,,20,0,,Walking/Hiking,100,200,500,1000,1000,1000,26,"Left foot",75,70,"Index finger",05.May,1.Winter,Yes,No,Pizza/Pasta,Water,"Social studies",5,6,4,"Yes - broadband connection","In person",30,63,8,0,1,9,1,1,3,2,1,0,0,1,3.Some,"3.Some college","Rap/Hip hop",Invisibility,Rich,"Musician or singer",Health
2015,y2015,8,G08,CA,Male,13,[13],Left-Handed,169,25,169,1,Boat,,0,61,Skateboarding/Rollerblading,400,100,1000,2,999,999,25,"Same length",,,"Index finger",08.Aug,1.Winter,No,No,Seafood,Other,Art,5,5,,"Yes - other","Myspace, Facebook, other social networking sites, or blog",4,6,,4,2,4,6,1,7,7,25,3,0,1,"4.A lot","3.Some college","Rap/Hip hop",Invisibility,Healthy,Other,Health
2021,y2021,8,G08,CA,Male,14,[14],Right-Handed,177.8,29,180.5,1,Car,10,0,71,Other,500,500,800,500,0,500,29,"Same length",90,70,"Same length",08.Aug,1.Winter,No,No,Pizza/Pasta,Water,"Mathematics and statistics",10,,5,"Yes - other","Text messaging",0,0,,2,1,8,10,0,0,10,0,0,,,3.Some,"3.Some college","Rap/Hip hop","Super strength",Happy,"Business person","Education/Youth development"
2016,y2016,11,G11,CA,Female,16,[16],Right-Handed,144.78,25,,2,Car,10,1,45,Soccer,872,545,989,594,1000,1000,,"Same length",,,"Index finger",03.Mar,1.Winter,No,No,Vegetables,,Music,10,8,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog",20,15,6,0,9,10,12,0,4,1,17,2,0,0,"4.A lot","5.Graduate degree",Techno/Electronic,Invisibility,Happy,"Musician or singer","Arts, culture, sports"
2016,y2016,12,G12,CA,Female,16,[16],Right-Handed,158.7,22.5,147.5,1,Car,25,0,39,Walking/Hiking,845,914,775,684,893,952,23,"Left foot",72,76,"Ring finger",02.Feb,1.Winter,Yes,No,Other,Coffee,Music,6.5,8.5,3,"Yes - broadband connection","Text messaging",60,50,0,0.75,13,25,0,0,0,7,35,2,0,2,3.Some,"5.Graduate degree",Classical,"Freeze time",Happy,Relative,Health
2013,y2013,12,G12,CA,Male,17,[17],Right-Handed,175,27,178,2,Car,15,1,44,Basketball,658,647,439,508,904,925,27,"Left foot",76,83,"Ring finger",05.May,2.Spring,Yes,No,Meat,"Soft drink (caffeinated)",History,7,10,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",10,11,45,2,28,20,10,6,25,5,25,30,0,7,"4.A lot","5.Graduate degree","Rap/Hip hop",Fly,Healthy,Teacher,Health
2016,y2016,12,G12,CA,Male,16,[16],Right-Handed,145,26,151,2,Car,14,0,48,Athletics,300,300,500,500,1000,1000,26,"Same length",75,82,"Ring finger",04.Apr,2.Spring,No,No,Pizza/Pasta,Water,"Mathematics and statistics",7,9,6,"Yes - broadband connection","Internet chat or instant messaging",200,200,12,0,15,0,10,12,16,6,20,0,0,0,"4.A lot",,"Rap/Hip hop","Super strength",Happy,Relative,"Arts, culture, sports"
2016,y2016,12,G12,CA,Male,18,[18],Right-Handed,176,26,164,2,Car,20,0,39,Golf,1000,1000,1000,1000,1000,1000,26,"Same length",80,80,"Same length",01.Jan,4.Fall,No,No,,"Soft drink (caffeinated)",Art,6.5,9,2,"Yes - dial-up connection","Myspace, Facebook, other social networking sites, or blog",6,4,5,0.5,9,1,0,3,4,2,12,3,0,1,3.Some,"4.Undergraduate degree",Pop,"Freeze time",Famous,Other,"Wildlife, animals"
2015,y2015,12,G12,CA,Male,16,[16],Right-Handed,171,27,171,2,Bus,75,0,42,Basketball,450,300,400,400,200,100,27,"Same length",80,80,"Same length",11.Nov,4.Fall,No,No,Meat,Water,History,6,8,4,"Yes - dial-up connection","Internet chat or instant messaging",5,5,10,1,3,1,0,2,1,0,4,0,0,0,3.Some,"4.Undergraduate degree",Techno/Electronic,"Freeze time",Happy,Friend,Health
2018,y2018,7,G07,CA,Male,11,[11],Right-Handed,145,13,,2,Walk,5,0,63,Other,1000,1000,1000,5,1000,1000,13,"Same length",50,70,"Ring finger",08.Aug,,No,No,Pizza/Pasta,Water,Science,6,10,3,"Yes - other","Text messaging",15,3,0,0,1,2,3,12,1,4,0,1,4,0,"4.A lot","5.Graduate degree",Other,Telepathy,Rich,Other,"Wildlife, animals"
